x,y
0.1162,8.366
1.2779,4.1742
4.2123,9.7825
4.8131,1.7989
3.0108,0.4789
2.578,1.1408
2.4324,0.5165
7.5759,7.467
4.1604,6.6193
5.2167,3.0579
7.1488,1.4714
5.0415,8.6507
0.6114,6.8012
7.7695,3.1632
8.0926,8.9326
3.5878,9.1347
7.6904,0.6145
6.7374,6.0389
2.8139,1.3831
7.6829,3.5281
4.7175,0.054
1.455,3.7309
0.9745,7.696
1.4479,6.5368
4.7574,7.6053
5.5533,0.0008
1.1387,5.2859
1.2467,1.3833
2.8898,9.6809
8.8137,9.5508
8.0116,0.5264
1.464,3.7266
7.6932,0.2112
6.4688,9.5707
7.7855,0.141
8.2253,9.7493
5.1732,2.5016
8.6279,9.4152
9.6873,8.9534
6.4248,4.4208
4.314,1.9742
5.1326,0.6518
0.3613,8.2124
5.6196,8.8321
4.228,9.2388
8.315,8.8222
3.8825,0.6868
1.2848,0.9964
6.4466,7.9818
0.9748,5.5187
1.0447,7.8671
6.0111,8.2083
5.1457,1.0245
6.4679,1.5795
6.8008,6.7526
2.3706,0.2155
7.9016,2.8066
4.8778,0.2961
9.6609,7.8366
2.7262,3.6796
2.8874,0.5431
0.5794,0.6299
6.9188,2.732
8.7987,9.8238
8.6351,3.8916
4.7341,0.8952
2.5801,5.8624
9.2853,9.5661
8.274,7.358
5.7671,2.1672
6.3745,8.705
8.6276,4.5191
8.5242,5.0349
6.1712,6.1453
7.9882,5.5684
7.7346,1.4288
2.7066,6.2051
2.4559,0.4978
8.7496,8.5738
0.512,2.1402
7.8825,5.116
3.0139,0.8452
8.1041,8.1022
0.385,9.8724
3.6596,7.8603
2.6164,8.7911
3.3801,5.9536
3.5717,5.4034
6.7481,5.4098
1.1647,2.476
0.1214,5.2619
2.0523,0.7588
5.3991,5.4718
4.2396,5.5745
7.6293,5.3122
4.6865,2.9711
6.169,1.7649
3.5374,8.8794
4.5982,4.0721
3.1525,3.7462
2.0166,9.5953
4.5281,8.8479
5.877,3.0924
8.9787,3.5414
1.0087,7.9654
8.1181,2.9212
4.1628,5.7802
2.8974,8.4854
2.772,7.9483
2.773,0.8446
7.6521,0.8314
4.8733,3.1873
3.7209,9.2036
6.6759,0.7384
9.2728,7.188
7.7285,8.0321
2.3121,0.5636
4.2231,8.842
7.2077,9.1806
6.7257,8.8521
0.5611,4.3774
5.0636,8.5438
1.6019,5.8099
0.9714,7.9667
8.3499,4.629
6.3522,8.8075
2.3554,8.8158
1.9582,7.4906
6.7915,4.3732
0.6672,2.0893
0.7813,2.4136
2.7787,5.9981
6.6769,7.7423
8.5032,7.2283
0.5411,5.4253
7.7635,8.0155
2.8617,9.865
6.9814,7.5413
8.0749,5.2429
7.3245,9.0104
9.4741,3.0445
0.4756,0.0133
3.2158,1.6369
5.8594,2.4372
6.4608,8.5196
5.151,7.797
7.3399,5.5029
5.8966,5.8471
5.1572,0.1664
9.4578,0.3281
1.019,7.5094
4.7568,9.6347
4.1073,5.668
1.7299,9.3352
0.1519,7.9712
5.2926,0.8647
8.131,8.5538
2.9815,6.4691
5.0483,5.235
7.482,4.8453
9.2067,7.9845
0.5793,8.5652
7.6457,1.9911
2.7801,4.9677
3.9184,5.0009
9.9186,0.9937
6.6782,6.686
2.6674,1.5523
2.6685,3.0162
8.1111,2.1192
1.7988,9.5769
6.125,6.8497
2.8048,6.4043
2.4906,5.1246
5.0486,7.442
1.9297,5.4981
0.059,1.2834
1.7371,2.2709
4.4646,3.3199
0.7486,5.8514
6.035,8.842
0.0043,1.1607
5.028,7.0997
8.201,6.4635
7.8643,4.952
0.4809,1.4839
8.4835,3.8641
2.5641,6.2972
2.5924,0.181
4.7715,8.4405
9.3932,6.9042
2.1519,8.5548
4.1138,6.313
3.2607,1.1312
9.896,5.2975
5.0076,8.5001
8.8158,3.4202
0.4619,0.012
7.3181,3.9616
2.4706,3.265
7.1748,7.5812
2.3331,2.0011
5.1065,7.3682
5.2193,7.8136
2.0404,1.7444
3.9618,5.4319
2.3992,1.254
3.7162,1.7719
4.6533,0.7051
7.8329,1.1397
4.1785,4.8815
1.1143,6.88
3.2337,1.9053
5.3849,7.4066
1.7156,4.8461
1.7224,7.6273
9.1584,8.5341
6.8895,5.5441
6.6364,7.5113
6.8216,8.8263
3.5588,7.992
5.6515,6.8103
8.1201,2.3274
0.971,7.2214
0.213,0.9755
5.2373,3.6297
9.149,4.2008
2.6626,3.6726
6.958,6.728
6.3948,3.8837
6.0489,7.3497
1.9915,4.302
8.8856,7.1328
6.7819,3.9219
7.7399,5.54
7.2547,7.4855
9.2778,4.6775
3.5336,0.3418
6.9353,9.2794
8.6565,5.2989
3.1478,7.3013
4.3724,1.4745
8.4553,0.3287
7.3475,2.9539
7.7626,0.96
3.5877,1.1806
7.3868,0.2636
8.6254,2.9496
4.6462,2.0692
1.2261,7.0353
1.8186,5.6678
5.161,1.4204
5.0435,9.4853
9.9202,2.7567
4.4873,6.9348
4.308,0.8819
7.4695,7.5016
5.6437,0.1592
2.9733,4.8033
8.4596,1.6637
8.925,2.084
8.9978,6.5315
1.2473,4.9336
1.1137,0.9094
8.288,3.0945
4.9279,8.0404
1.8561,2.8095
1.2583,2.6839
7.1604,8.3274
0.9324,6.9574
5.0121,7.5084
0.2469,9.2712
6.6824,5.419
1.2571,8.0186
2.1929,6.9738
2.923,5.4584
3.8053,0.2292
6.6151,9.4676
3.7558,0.9279
0.477,9.0143
7.9373,5.0473
1.5738,0.7263
4.4776,2.5375
0.0893,0.2899
4.3757,6.3152
8.4151,5.8662
0.8375,5.7166
8.9044,7.7247
2.9825,2.4092
9.2244,7.3066
3.5223,5.9801
6.6554,8.3008
9.6496,4.6943
5.9962,5.4381
4.8576,4.9097
6.6144,6.6082
2.9317,0.4783
6.4438,6.5467
6.5757,7.5829
2.8142,6.5879
2.209,1.8434
9.7907,0.6487
8.0302,4.8733
9.7352,9.4283
4.4506,2.7546
7.002,0.8389
9.0976,3.8167
5.2962,7.0914
5.2571,6.1663
2.7413,5.5752
1.438,8.8132
5.5461,1.9303
2.8249,3.4647
7.1036,7.7146
2.8719,3.0707
9.9086,3.8321
2.7997,9.4286
3.2783,8.102
2.2087,5.4139
1.0979,4.7769
6.3504,3.6681
9.0289,8.0721
6.521,6.5077
9.3368,8.8727
5.0777,2.3418
5.1101,4.733
2.0001,9.6814
1.2712,2.1926
5.9106,4.0648
4.0393,6.9118
8.1445,4.4762
8.1993,0.626
9.794,2.1729
9.8722,8.651
6.3819,5.2655
5.1943,7.1858
0.3551,6.5221
6.5813,0.5198
1.3209,7.2171
9.4197,4.1545
3.9856,3.0691
7.9361,3.7455
0.0725,6.9235
6.1939,2.1002
4.7758,0.1676
7.943,1.5347
9.9875,2.9512
6.0924,9.3498
0.3073,3.093
8.0346,9.6001
3.6669,0.0104
6.6644,6.9438
0.4595,5.7156
6.8162,3.7617
9.3927,3.7599
3.7737,7.2068
0.6404,5.2067
5.6796,6.9216
1.3082,4.5923
8.2687,3.9136
9.0367,6.3665
5.7681,7.2698
2.4171,9.6384
5.4533,1.2271
7.956,8.3202
1.3139,4.7536
9.5953,8.295
3.1576,4.4524
9.7001,4.5028
2.6579,2.5738
7.2644,5.5773
8.7314,9.3001
2.1847,5.1852
9.3534,6.4974
3.6462,1.6352
3.988,5.3579
1.2497,4.7014
1.5633,2.5851
2.9064,8.719
9.9108,8.5466
5.7638,7.5913
8.6867,1.9795
1.5362,7.8808
5.6292,8.1245
9.4556,6.4391
8.8528,6.3197
0.6977,8.0106
1.9318,9.8929
8.0992,9.5756
2.7995,6.0038
7.7959,0.5374
2.6989,4.7244
1.7842,7.8552
5.1104,3.0344
8.2873,5.8036
3.7349,5.5911
9.8904,1.1594
6.8929,6.0742
3.8198,0.8926
2.6684,7.5367
2.267,7.4159
3.3445,1.3735
2.0895,2.0542
8.325,7.3664
8.6961,8.9064
7.6917,7.33
6.5548,6.1272
8.5511,2.9792
6.4893,9.4083
3.8499,7.4207
8.3852,4.5327
7.2231,0.0284
2.5388,2.8528
2.8387,7.0623
3.4568,5.2198
9.1797,3.8526
6.6131,6.1612
0.555,6.0499
4.3912,8.3174
0.1293,5.2609
7.2018,7.1552
5.3722,2.36
0.0497,3.4271
1.9817,7.1088
4.7645,7.1879
9.0866,1.7558
0.425,5.8933
9.1217,5.2833
3.2248,0.4979
9.0337,9.5839
7.3084,0.3638
2.1082,5.6938
1.3247,9.1174
6.3121,9.7669
6.8744,7.0311
2.4872,8.2363
6.4731,1.1389
4.5257,2.1714
0.8943,2.7269
7.502,7.0106
9.9871,9.3952
3.2217,0.1545
3.0037,6.1324
4.9073,1.01
2.4114,7.1059
2.2531,2.3475
5.3694,5.9384
2.73,0.747
9.3572,2.3627
0.9307,2.6112
3.7994,0.7791
0.0899,2.0711
6.2004,6.9786
6.7558,1.6338
7.2759,8.9054
1.5595,0.9468
9.8329,6.0578
7.1925,9.6302
5.7249,1.4727
3.4343,5.7167
9.2035,4.2608
4.6581,4.6058
9.11,1.3403
2.0705,3.1868
5.5392,0.0063
4.3313,7.3564
3.7921,6.4771
4.0445,7.9571
6.4034,4.7256
4.8789,7.6544
1.7945,0.4303
2.6315,4.3579
0.0286,1.5254
5.2268,2.184
2.7037,0.8258
9.5142,5.2397
4.418,1.444
7.8679,0.1934
3.1725,7.949
4.8691,1.9488
7.086,2.5336
5.1775,9.4012
3.8199,4.6126
9.2256,6.8717
4.7673,2.738
0.9439,2.4068
7.4818,9.0846
3.7995,9.7626
6.1217,6.1253
0.128,0.2438
1.3258,0.1929
0.2371,1.5237
0.9244,7.3307
1.9953,3.6103
4.7715,6.1875
6.9283,1.6351
3.0021,4.7123
7.7655,0.2533
7.5429,8.921
1.8185,1.3624
8.0756,5.8688
2.5757,7.5389
0.1679,2.7328
8.3772,0.6696
8.0817,4.7472
4.0708,7.5524
5.8381,0.8759
0.6337,8.1532
7.6536,0.82
5.8364,1.5522
5.7224,8.1379
9.9746,1.9188
2.9168,9.7408
4.6499,7.9592
5.4731,7.9401
5.3526,9.6114
0.2992,3.9362
8.5705,1.635
5.7971,9.966
9.7283,6.8495
8.1242,1.5114
5.2284,0.281
3.5525,1.4584
8.3973,2.8905
6.9037,8.0795
9.3773,9.2429
2.7424,2.2145
7.2789,6.1519
7.4808,3.7314
1.8686,6.3448
1.1987,0.3023
4.4342,8.7181
1.0788,9.477
0.7154,2.05
2.6594,5.5701
2.3191,4.5585
0.4342,2.7167
4.7673,8.4484
3.941,2.0398
6.1283,4.282
2.5814,0.8001
5.6023,4.3787
8.3463,0.9111
0.2508,7.0445
9.4537,0.1443
1.0778,9.4003
0.7127,8.1129
7.7086,1.9456
8.7215,3.2745
2.3127,2.8493
8.3912,5.4647
9.3512,9.9318
0.2587,5.9677
1.4649,5.0336
5.644,1.8585
2.5,5.089
0.2843,2.4508
1.838,6.0534
7.044,4.6322
3.1916,8.2938
7.1887,6.7707
6.4155,8.3558
0.9471,4.1223
8.8213,5.7879
0.8883,2.5418
0.4827,1.8538
5.2975,5.7342
5.82,6.9377
2.4011,1.877
9.7537,2.828
0.0884,0.2334
4.1516,8.0211
4.1175,1.7259
3.0145,1.343
3.9114,2.9307
6.7302,3.5061
6.9262,1.8783
3.1125,3.4077
0.9344,3.6427
3.3574,9.3722
3.3478,1.1464
9.0822,3.9128
4.2706,5.4692
5.927,4.2359
0.0773,8.1116
6.449,9.0886
6.9315,5.4767
7.7623,6.3635
2.1148,8.2511
2.8682,0.6004
0.6506,4.2135
7.2255,0.732
2.6215,0.9827
8.9637,8.1347
3.1408,0.2234
7.5199,6.5085
4.2519,6.9264
2.1213,7.2166
0.889,2.4235
5.7001,5.3679
0.2458,7.5316
6.3669,2.1854
5.8692,6.5735
7.3291,6.3665
5.9701,8.5372
5.4552,0.8722
4.2359,4.3918
4.7808,1.7686
6.4891,5.8379
4.3021,1.2134
2.5116,8.1582
6.855,3.2401
0.9492,7.6327
3.7868,9.009
8.0971,5.0678
3.513,6.7432
0.3584,7.7802
3.0709,7.5045
9.3876,1.1699
1.2502,4.6661
1.6211,8.3014
1.8833,2.0772
7.0636,3.8915
6.5596,6.1047
1.8199,6.8839
5.4399,9.4855
6.0315,1.0712
2.092,4.7508
4.3903,6.0191
2.6649,1.1123
2.5678,6.2776
2.2515,8.4235
7.9069,2.9821
0.4684,7.1114
8.9733,7.3069
5.7556,6.2552
0.5036,8.9054
6.0952,3.8063
3.0854,5.2414
7.5207,5.9427
9.916,3.4043
7.0478,2.1418
4.3512,7.4276
5.783,3.5058
3.0984,3.9915
7.4178,3.8126
1.6855,1.9873
1.8609,5.4808
2.8578,0.9269
4.7064,8.4146
3.8649,5.3242
8.8606,6.1835
7.9744,2.4013
8.7818,1.4817
0.521,7.7722
2.1998,8.0703
8.1114,0.7209
0.2598,0.5979
7.2958,3.2632
7.9507,5.1213
0.3251,0.3853
3.3446,3.6617
0.3285,5.7557
5.0791,4.7101
8.2508,1.454
0.1022,9.4873
2.3516,8.9899
3.05,4.5383
7.6115,0.0516
1.4439,9.9852
0.3816,2.14
7.9375,1.5246
1.0673,9.2028
1.8144,4.6874
0.6972,8.6584
2.2326,2.6215
6.6142,6.8901
9.6268,1.9332
7.0862,2.2179
2.3999,3.179
6.0933,6.993
8.8046,5.3411
9.1633,0.9348
0.5459,7.2538
0.7329,7.9845
9.5676,0.7046
1.3096,2.3127
2.9532,3.8007
6.8295,9.3541
9.4099,7.3311
2.3199,4.7925
8.2233,8.1565
7.4161,0.4775
3.0746,0.0097
2.3484,0.977
4.0918,6.0471
1.4024,7.3896
6.1077,3.2613
8.6493,3.8802
2.8481,9.7396
4.2328,6.7998
6.2551,6.0171
3.2301,9.7138
4.1868,1.0753
7.0291,5.8916
1.4502,9.9914
2.3896,1.5602
7.989,1.7922
9.5026,3.8638
1.4197,5.3991
4.026,3.6158
9.1988,5.4929
3.6203,1.9584
5.9499,3.315
9.4808,4.8267
5.1723,3.2176
4.1573,9.727
3.9276,2.7738
4.5246,5.51
0.0598,1.398
9.1427,6.1059
6.5621,7.7747
0.4667,5.3129
5.1863,3.3476
6.4725,7.2214
3.7772,6.3765
3.9326,6.5765
6.6303,8.7836
4.9771,0.7512
1.4515,4.9549
7.6361,8.0522
2.8078,5.9659
7.2282,5.0673
2.9428,5.062
7.5733,3.2961
0.193,9.2042
3.4826,8.6473
3.7263,6.3355
3.0653,6.2331
4.595,6.7091
5.3875,7.4118
7.1866,8.725
6.7751,2.9928
7.2261,0.4747
4.0267,7.1097
7.5127,5.2572
8.646,6.6702
3.2511,4.409
7.6277,7.3409
7.0141,1.8513
9.9294,2.9799
7.6362,8.4782
9.8022,6.3865
3.5059,1.7184
6.9442,2.7686
5.4834,8.3431
0.3734,8.4562
0.5892,0.8956
9.3311,1.3207
2.7411,4.7305
2.9291,7.316
7.2246,1.9949
7.806,0.568
5.9036,6.6253
1.2886,8.7328
9.3679,6.4823
8.3706,3.7665
1.2052,2.2909
1.915,1.6473
1.563,2.3986
6.7724,2.8167
2.3052,4.5256
8.6563,9.7914
3.3016,2.6138
1.5735,6.9615
8.1488,8.7001
1.9526,2.7766
6.238,7.5341
1.4038,3.693
2.0455,1.3258
2.5561,0.5798
0.3726,1.4546
8.7322,3.9354
7.3949,4.3007
8.8206,0.5291
8.6676,6.9192
3.9559,7.6737
9.5285,7.1555
9.6159,9.4062
8.4691,3.4808
4.9599,7.8664
5.9096,0.0708
8.3978,9.0885
3.9799,8.5866
2.5003,2.8951
8.599,7.8148
5.9493,2.5779
4.6238,2.5416
5.0093,6.5185
9.5257,6.5308
5.3818,1.0654
8.019,8.8064
9.1258,1.104
7.1494,3.9388
1.959,6.8026
2.1533,0.3282
5.082,4.1493
5.5056,1.7937
0.5849,8.9346
6.0175,5.8036
2.4842,4.1336
1.2103,3.1359
0.9246,3.6972
5.9389,7.5629
0.4717,9.4217
0.0604,8.7794
5.1341,6.3
1.3021,2.0379
3.4313,0.0669
1.7654,5.0264
7.6145,0.8022
1.6075,0.5297
9.1414,7.4477
0.2987,0.853
6.234,7.3903
6.9292,2.3088
5.1959,6.3195
4.4195,0.5245
1.4721,2.1028
3.395,2.33
8.472,3.1673
8.7405,4.7188
5.5352,8.0661
8.8807,1.014
5.6575,7.5097
8.0571,5.1669
7.3188,9.0366
6.2838,9.1731
0.3503,4.0009
4.2377,3.2095
6.3619,3.0813
8.1789,5.861
5.9764,3.9688
4.3543,0.6807
6.4115,6.5985
6.3249,6.2178
8.8338,9.6291
2.0903,2.6981
4.8317,8.053
7.5927,0.8184
1.478,7.2968
8.5978,3.4983
6.5365,2.5055
5.0484,1.5777
7.1094,1.8633
7.4954,9.4701
7.0637,5.1872
9.6642,8.8296
8.6846,1.5321
1.1724,2.9274
5.4269,0.0852
1.7757,0.9347
2.9349,4.6717
1.7422,7.1285
9.8552,9.2211
7.7886,3.4979
4.144,5.7618
7.3116,7.8158
1.3139,5.4428
9.0114,3.6058
8.2396,3.0114
6.4184,3.0757
1.6256,3.773
4.7633,9.6991
5.4176,1.6678
7.2176,8.8202
1.945,7.8432
9.7844,8.3658
8.4198,6.0639
1.3236,7.279
1.2062,9.8992
7.0803,7.51
3.4307,6.8665
8.9371,7.2744
7.1594,4.4317
9.3007,7.8111
0.2826,9.308
4.5734,2.1939
2.6132,9.5284
2.573,5.4934
2.3116,5.89
5.5195,0.05
8.9635,6.0174
3.3945,8.6299
5.6367,2.6668
1.4678,4.939
4.3261,8.1444
2.2904,7.6905
8.0312,8.2558
8.0225,8.0949
9.204,8.0562
5.0448,7.5089
6.8865,7.0652
2.9306,6.1351
6.7737,8.8832
9.6243,5.1062
6.386,8.082
6.8086,4.7022
3.6296,1.249
2.1769,9.234
7.8412,3.6299
4.1813,3.6297
9.9817,0.433
7.3378,3.0791
0.2844,9.3123
9.4971,3.3098
6.9246,0.6727
4.5075,3.7181
8.6762,7.7516
5.4263,7.5342
0.4576,8.1455
5.3541,5.9141
8.8852,5.3134
7.7322,7.8993
9.3867,2.5932
9.3765,0.2091
8.9603,1.3826
9.4702,3.3662
9.5178,8.6848
2.1848,0.9751
5.1022,9.9652
3.405,1.8323
2.7189,6.0593
6.5788,2.5471
9.7567,6.3124
7.5852,8.9145
0.9257,7.0667
1.9985,7.5186
0.0995,6.7853
4.2967,5.5647
1.501,6.673
4.6221,5.6381
0.2813,4.2777
5.9975,2.3331
3.6946,0.4936
1.3553,0.3048
6.3399,0.1051
1.5121,1.0596
5.6514,0.407
4.5993,7.5358
2.6866,6.4089
4.9521,5.3448
9.1699,2.2213
6.3708,6.7242
7.1935,5.4628
0.7278,8.9436
5.9383,5.4641
6.001,7.3449
5.947,6.2598
7.88,8.802
9.2512,0.4903
2.6073,1.9253
0.1513,1.2647
8.5436,9.5432
9.812,0.1346
7.5351,6.0341
8.2499,5.386
5.0278,9.0597
7.8041,7.6312
3.3001,6.6957
7.5517,7.1295
9.6182,1.5057
9.1406,9.8758
5.2732,3.1656
5.6176,6.7525
1.5299,3.6917
2.8274,0.2558
7.4731,6.7886
7.556,6.1044
1.5706,6.5301
3.5357,4.056
5.1497,2.8532
2.0578,7.9088
4.8984,4.6111
9.101,7.392
2.8544,2.1338
9.2121,0.2078
5.5159,2.0336
9.1363,7.3361
5.7744,9.1493
2.7414,9.0344
8.4712,7.5118
9.2914,3.5063
9.3369,1.947
5.9437,7.6254
8.1271,6.7045
3.9208,5.0439
4.3167,2.4129
9.5592,9.51
3.543,3.9143
4.1316,3.0528
6.9639,8.4414
2.6135,5.1625
0.1472,5.6015
6.4088,3.8527
8.3909,0.2554
4.3427,6.1327
6.9643,1.63
1.1668,4.1757
9.3803,9.177
7.1024,3.4392
2.2812,6.2216
4.989,2.8564
4.9277,2.1926
7.2174,1.2244
4.7259,0.9917
1.1623,3.5962
1.9931,4.4552
5.1861,4.098
4.8412,6.7058
8.1907,8.8072
0.8348,3.0986
8.9022,8.3858
3.9654,1.5752
1.2427,1.1598
9.8371,7.101
9.5846,2.5117
8.0105,9.0218
7.8385,6.0969
3.8959,5.2265
5.6064,4.6639
5.1991,6.4626
0.2799,6.8893
0.9658,9.3078
0.1668,3.4155
8.6804,9.3276
9.4897,3.3136
4.0975,0.5515
2.2785,0.3317
6.6716,7.0812
6.6825,9.5504
2.724,8.9782
6.2055,0.9509
4.1067,4.0397
0.2239,5.5917
5.8388,2.4925
4.5715,0.3355
4.6043,6.515
8.4901,8.0053
8.6884,1.5269
6.7409,8.1075
6.1882,3.483
6.0366,2.3781
3.4304,5.5345
3.7855,5.9118
0.5077,3.2976
4.8659,6.4202
5.379,5.9384
2.9094,5.6913
4.0001,4.3971
4.0926,5.6198
1.4845,5.839
5.8936,2.1258
7.8467,7.1268
6.308,4.7407
0.1123,1.5298
5.3285,0.5635
5.2022,4.7949
5.683,7.8784
9.5468,2.7575
2.4175,3.4774
2.786,9.4189
5.0388,4.9266
8.5008,5.7707
9.7001,1.0091
2.75,1.3925
0.1612,4.7991
2.8638,8.2891
5.1559,8.5303
0.0392,4.534
5.9687,0.6437
6.96,0.9113
3.2644,7.6895
0.93,2.2561
0.6033,5.3633
0.732,6.2725
4.521,2.5327
1.2005,6.6547
5.131,0.7013
4.5622,1.7149
5.0409,4.8056
7.3454,3.9608
8.7791,2.7063
4.0658,8.1815
8.2882,8.9919
9.8145,9.9453
1.501,3.4431
9.6866,3.7269
6.9521,8.6936
1.9926,8.4922
3.0868,0.2766
1.3758,2.0215
5.4081,5.8058
2.7157,7.8113
2.5981,4.126
5.4317,0.9831
6.0811,3.439
1.5253,8.1952
0.396,6.3743
2.8191,5.1563
8.724,9.9888
9.1569,5.6165
6.6324,1.2902
1.32,6.9628
0.7367,4.5534
6.6423,3.4532
8.169,9.7923
7.7315,7.3719
7.467,6.3245
6.5137,6.1431
3.6492,5.4038
1.7292,9.2437
9.9607,0.2203
5.5256,3.7742
3.3474,8.6991
8.728,7.03
3.1333,9.2671
3.7401,8.2294
0.9581,9.7528
1.5201,7.3433
4.6956,9.0075
0.2516,2.7908
9.2911,2.5355
3.955,4.2736
0.8849,3.3253
6.6187,0.6329
0.4874,5.2089
1.36,6.9836
1.032,7.697
5.6275,7.3931
2.2456,9.0773
6.4638,2.0645
3.2418,3.3213
5.1545,3.5969
9.8815,3.5776
8.3453,0.4381
3.7298,6.7179
7.9598,9.0934
0.072,7.8863
9.2321,9.2989
5.6387,6.5543
1.2803,7.6596
8.1342,4.0258
9.2404,4.1749
5.1768,3.7504
1.2516,7.5717
1.5899,0.2151
0.3051,7.8225
4.7736,1.6523
9.8045,7.4923
7.0456,1.3976
2.631,4.3746
2.0492,1.7377
0.1066,3.7227
4.4008,5.8922
4.1589,4.3561
6.2809,2.1669
7.4731,3.544
6.8338,4.6789
0.7746,6.9946
6.9008,1.2934
3.7179,3.4833
1.2537,4.3985
0.622,1.3394
7.4027,2.6755
5.3968,6.3985
2.9553,4.7
0.2424,9.4998
5.5229,0.4333
1.4103,8.427
6.2708,4.145
1.3905,8.0072
5.5882,2.989
1.4644,0.1677
4.9481,3.9701
3.9909,6.4143
2.2946,5.1031
7.8913,0.9672
7.0492,2.8822
8.973,3.3216
8.7971,7.7261
3.9121,7.1262
6.4826,2.4094
1.7418,9.4137
7.9261,7.7028
6.0011,7.3622
1.7555,2.0893
0.0156,7.0513
5.8318,8.2863
5.831,7.7934
2.4152,3.4336
2.1622,3.6381
7.6923,3.1651
7.8568,3.7294
0.5046,9.6808
8.1726,5.4783
6.9262,6.507
1.3164,8.7507
2.4215,2.7043
9.2902,5.5036
1.0256,1.0355
0.2152,9.3503
3.6893,1.2097
6.329,1.8434
9.1367,7.4577
0.825,0.1441
1.9532,8.6707
3.385,1.3988
2.5941,9.3292
4.8682,2.1932
1.6223,0.7687
4.9518,1.2888
3.8077,6.8375
3.6693,8.1101
8.324,6.2082
4.6202,3.4225
2.9054,2.7023
5.1036,0.0458
6.7882,8.9712
2.6042,2.0525
3.5752,7.4653
5.4069,6.4062
8.7831,7.294
6.7424,9.272
5.6256,2.1474
2.8387,6.5699
0.5967,3.0125
1.5599,3.8917
4.3944,0.118
2.8036,1.6065
4.7311,9.1933
8.0805,4.9106
8.7803,1.6547
7.3161,5.1171
5.7301,7.7919
8.755,2.8857
3.9851,3.7921
0.5263,4.1536
8.2294,7.3782
8.4744,2.2499
0.8178,4.238
7.3173,9.0995
9.4248,5.4052
2.3669,2.7664
8.8463,7.7373
1.4928,5.3178
1.7647,2.422
7.9826,3.8782
2.8442,6.8931
3.962,2.063
7.9004,1.2699
9.7512,1.8069
7.4252,2.6963
9.3503,7.0148
1.3934,9.4524
5.1639,1.8689
4.6262,7.2031
3.5524,9.6729
1.2425,4.2492
2.0351,2.1926
4.1452,5.1532
9.605,5.0965
9.9053,1.4972
5.6828,2.558
4.2779,4.5185
9.7614,3.3897
3.7134,1.4186
7.7542,3.8168
2.7576,5.8969
0.3772,1.0047
7.7597,5.7637
7.4593,8.8926
1.2385,2.2839
4.5045,3.6422
8.3,4.3766
6.2276,9.9268
8.5887,6.9115
7.6424,3.6212
0.386,3.5843
3.726,8.1609
8.1114,6.7504
6.6579,0.1795
1.6903,5.9396
0.4405,0.3184
5.0455,8.8435
1.4545,5.6039
8.4002,0.2759
2.7217,7.6795
7.6934,1.8456
2.6503,8.7589
2.3828,8.6183
1.2867,8.2627
6.38,3.0293
0.0415,0.3246
1.3948,8.1819
0.1729,1.6206
9.7005,3.7331
5.1874,4.7306
2.761,7.6672
4.5937,0.5589
7.4198,7.3445
5.9064,4.2994
4.8309,5.9546
0.8141,0.5975
6.5494,8.5607
1.6085,8.2335
1.7295,6.6932
9.5027,0.9281
2.6601,3.5983
2.2615,2.3811
0.9184,6.5192
4.8797,0.655
4.8255,1.0241
5.372,6.4145
3.8546,5.4859
8.7321,3.2098
7.224,7.2571
8.155,8.5568
9.9216,9.4384
0.6604,3.8037
8.3659,1.2794
9.6872,9.8621
2.7252,9.4456
9.3143,0.5697
9.8164,4.7263
3.3253,5.2974
9.1175,1.4036
1.5306,9.2876
2.3073,6.1597
8.5464,0.6141
1.0814,1.0391
2.2881,6.2392
9.4448,4.3667
7.2747,6.8378
0.484,7.2719
2.2301,8.6091
3.7782,5.0539
9.4272,5.2164
9.0176,7.563
6.1265,7.0376
9.59,2.6696
9.7599,4.6365
3.5586,3.9117
1.7833,3.5417
5.8885,3.7284
9.3309,6.8213
1.7492,4.8409
6.6784,5.6672
6.8968,8.3009
1.94,0.5193
6.2312,7.4489
5.6295,5.7299
9.8477,4.9565
7.633,9.8316
2.6598,8.3966
4.7719,2.6259
3.0248,7.8408
2.2477,6.2442
6.6805,7.421
6.2066,7.2367
2.2316,6.9919
8.7074,8.3266
7.4112,2.9373
2.7326,1.0011
5.3027,4.9365
6.4357,1.8285
0.6777,6.8234
0.4133,2.187
3.6736,8.5471
2.1522,5.6601
7.6855,9.6477
3.6435,8.9034
5.9185,4.5233
8.3497,7.7627
9.8846,1.6724
2.4197,4.3464
8.8793,4.5564
1.8079,5.1388
3.4163,7.6592
2.8485,0.9339
4.108,4.9272
1.146,1.7015
6.1633,5.8427
5.7547,4.4158
5.0834,0.5379
4.5778,5.8107
5.4588,2.627
6.7244,3.5157
9.2581,2.8113
5.4935,9.1559
9.9444,7.2799
6.0998,9.8046
8.747,4.8316
4.2175,7.2783
1.6529,6.99
7.0015,2.0205
5.7983,6.4327
7.4315,5.0373
8.2085,9.6126
8.6004,2.6471
5.2915,5.236
2.1869,8.8135
7.6084,6.9035
6.473,1.6224
2.6583,2.926
4.8136,0.8715
6.0361,0.456
6.5425,6.2458
7.9342,4.7121
1.0695,0.3384
7.3384,5.1034
5.1646,9.4858
9.9723,2.97
1.8062,2.451
3.8528,5.1285
7.4573,1.5735
9.3061,2.1031
6.4078,0.2692
